avg_rating,geek_rating,num_voters,rank,release_date,title,url
8.87,8.592,28103.0,1,2017,Gloomhaven,/boardgame/174430/gloomhaven
8.63,8.478,32914.0,2,2015,Pandemic Legacy: Season 1,/boardgame/161936/pandemic-legacy-season-1
8.41,8.252,43470.0,3,2016,Terraforming Mars,/boardgame/167791/terraforming-mars
8.51,8.248,17019.0,4,2015,Through the Ages: A New Story of Civilization,/boardgame/182028/through-ages-new-story-civilization
8.32,8.17,35623.0,5,2005,Twilight Struggle,/boardgame/12333/twilight-struggle
8.43,8.157,17815.0,6,2016,Star Wars: Rebellion,/boardgame/187645/star-wars-rebellion
8.71,8.145,8146.0,7,2017,Twilight Imperium (Fourth Edition),/boardgame/233078/twilight-imperium-fourth-edition
8.53,8.136,10750.0,8,2017,Gaia Project,/boardgame/220308/gaia-project
8.27,8.109,43209.0,9,2016,Scythe,/boardgame/169786/scythe
8.29,8.092,21296.0,10,2016,Great Western Trail,/boardgame/193738/great-western-trail
8.58,8.065,7121.0,11,2018,Brass: Birmingham,/boardgame/224517/brass-birmingham
8.44,8.048,10513.0,12,2012,War of the Ring (Second Edition),/boardgame/115746/war-ring-second-edition
8.18,8.03,33796.0,13,2012,Terra Mystica,/boardgame/120677/terra-mystica
8.35,8.015,13629.0,14,2017,Spirit Island,/boardgame/162886/spirit-island
8.13,8.01,38537.0,15,2011,The Castles of Burgundy,/boardgame/84876/castles-burgundy
8.43,8.007,11440.0,16,2017,The 7th Continent,/boardgame/180263/7th-continent
8.12,7.984,43833.0,17,2015,7 Wonders Duel,/boardgame/173346/7-wonders-duel
8.11,7.937,21442.0,18,2013,Concordia,/boardgame/124361/concordia
8.12,7.922,19636.0,19,2015,Viticulture Essential Edition,/boardgame/183394/viticulture-essential-edition
8.13,7.92,15810.0,20,2007,Brass: Lancashire,/boardgame/28720/brass-lancashire
8.21,7.918,19327.0,21,2016,Arkham Horror: The Card Game,/boardgame/205637/arkham-horror-card-game
8.03,7.91,57624.0,22,2002,Puerto Rico,/boardgame/3076/puerto-rico
8.1,7.891,24385.0,23,2011,Mage Knight Board Game,/boardgame/96848/mage-knight-board-game
8.06,7.89,24592.0,24,2013,Caverna: The Cave Farmers,/boardgame/102794/caverna-cave-farmers
8.08,7.882,17036.0,25,2014,Orléans,/boardgame/164928/orleans
8.18,7.877,12397.0,26,2016,A Feast for Odin,/boardgame/177736/feast-odin
7.98,7.876,58272.0,27,2007,Agricola,/boardgame/31260/agricola
8.19,7.87,10551.0,28,2015,Food Chain Magnate,/boardgame/175914/food-chain-magnate
8.14,7.865,18148.0,29,2016,Mansions of Madness: Second Edition,/boardgame/205059/mansions-madness-second-edition
8.02,7.836,27208.0,30,2015,Blood Rage,/boardgame/170216/blood-rage
8.23,7.814,8092.0,31,2017,Pandemic Legacy: Season 2,/boardgame/221107/pandemic-legacy-season-2
8.76,7.807,6241.0,32,2015,Kingdom Death: Monster,/boardgame/55690/kingdom-death-monster
8.11,7.795,11746.0,33,2016,Mechs vs. Minions,/boardgame/209010/mechs-vs-minions
7.88,7.795,51129.0,34,2004,Power Grid,/boardgame/2651/power-grid
8.09,7.792,13636.0,35,2019,Wingspan,/boardgame/266192/wingspan
7.98,7.786,17089.0,36,2006,Through the Ages: A Story of Civilization,/boardgame/25613/through-ages-story-civilization
8.06,7.784,17402.0,37,2014,Star Wars: Imperial Assault,/boardgame/164153/star-wars-imperial-assault
7.92,7.773,25596.0,38,2012,Tzolk'in: The Mayan Calendar,/boardgame/126163/tzolk-mayan-calendar
7.93,7.76,24419.0,39,2011,Eclipse,/boardgame/72125/eclipse
7.9,7.759,33166.0,40,2017,Azul,/boardgame/230802/azul
7.89,7.747,23693.0,41,2008,Le Havre,/boardgame/35677/le-havre
8.09,7.741,11056.0,42,2018,Root,/boardgame/237182/root
7.94,7.729,16378.0,43,2015,The Voyages of Marco Polo,/boardgame/171623/voyages-marco-polo
7.89,7.726,28182.0,44,2012,Robinson Crusoe: Adventures on the Cursed Island,/boardgame/121921/robinson-crusoe-adventures-cursed-island
8.04,7.712,10125.0,45,2017,Clans of Caledonia,/boardgame/216132/clans-caledonia
7.89,7.696,24760.0,46,2012,Android: Netrunner,/boardgame/124742/android-netrunner
8.13,7.691,8104.0,47,2017,Anachrony,/boardgame/185343/anachrony
7.77,7.678,71586.0,48,2010,7 Wonders,/boardgame/68448/7-wonders
7.76,7.664,41574.0,49,2007,Race for the Galaxy,/boardgame/28143/race-galaxy
7.84,7.662,16483.0,50,2012,Keyflower,/boardgame/122515/keyflower
7.85,7.653,16187.0,51,2010,Dominant Species,/boardgame/62219/dominant-species
7.81,7.652,25017.0,52,2005,Caylus,/boardgame/18602/caylus
8.12,7.65,6196.0,53,2014,Fields of Arle,/boardgame/159675/fields-arle
7.76,7.64,39928.0,54,2012,Lords of Waterdeep,/boardgame/110327/lords-waterdeep
7.77,7.631,26900.0,55,2014,Five Tribes,/boardgame/157354/five-tribes
7.86,7.627,17463.0,56,2005,Twilight Imperium (Third Edition),/boardgame/12493/twilight-imperium-third-edition
7.97,7.622,11830.0,57,2018,Rising Sun,/boardgame/205896/rising-sun
7.77,7.62,21697.0,58,1995,El Grande,/boardgame/93/el-grande
8.02,7.618,7439.0,59,2015,The Gallerist,/boardgame/125153/gallerist
7.85,7.616,24736.0,60,2013,Eldritch Horror,/boardgame/146021/eldritch-horror
7.81,7.616,19308.0,61,2016,Clank!: A Deck-Building Adventure,/boardgame/201808/clank-deck-building-adventure
7.74,7.601,27678.0,62,2009,Dominion: Intrigue,/boardgame/40834/dominion-intrigue
7.69,7.6,53959.0,63,2015,Codenames,/boardgame/178900/codenames
7.92,7.595,9128.0,64,2015,Mombasa,/boardgame/172386/mombasa
7.7,7.589,35767.0,65,2014,Patchwork,/boardgame/163412/patchwork
7.74,7.585,30457.0,66,2008,Battlestar Galactica: The Board Game,/boardgame/37111/battlestar-galactica-board-game
7.77,7.576,15739.0,67,2010,Troyes,/boardgame/73439/troyes
7.71,7.568,22306.0,68,2014,Roll for the Galaxy,/boardgame/132531/roll-galaxy
7.79,7.568,14130.0,69,1981,Sherlock Holmes Consulting Detective: The Thames Murders & Other Cases,/boardgame/2511/sherlock-holmes-consulting-detective-thames-murder
7.79,7.563,12652.0,70,2013,Russian Railroads,/boardgame/144733/russian-railroads
8.19,7.561,4654.0,71,2017,Lisboa,/boardgame/161533/lisboa
7.71,7.556,23541.0,72,1997,Tigris & Euphrates,/boardgame/42/tigris-euphrates
7.82,7.554,9894.0,73,1876,Crokinole,/boardgame/521/crokinole
7.78,7.549,13059.0,74,2011,Trajan,/boardgame/102680/trajan
7.64,7.537,69915.0,75,2008,Dominion,/boardgame/36218/dominion
7.63,7.536,86375.0,76,2008,Pandemic,/boardgame/30549/pandemic
8.06,7.533,6137.0,77,2016,Aeon's End,/boardgame/191189/aeons-end
7.72,7.53,19999.0,78,2015,T.I.M.E Stories,/boardgame/146508/time-stories
7.97,7.528,6711.0,79,2018,Teotihuacan: City of Gods,/boardgame/229853/teotihuacan-city-gods
7.74,7.525,21247.0,80,2012,Star Wars: X-Wing Miniatures Game,/boardgame/103885/star-wars-x-wing-miniatures-game
8.1,7.523,5570.0,81,2016,Agricola (Revised Edition),/boardgame/200680/agricola-revised-edition
7.74,7.514,13879.0,82,2012,Kemet,/boardgame/127023/kemet
7.81,7.512,10147.0,83,2015,Raiders of the North Sea,/boardgame/170042/raiders-north-sea
7.96,7.511,6574.0,84,2016,Pandemic: Iberia,/boardgame/198928/pandemic-iberia
7.65,7.507,34118.0,85,2014,Dead of Winter: A Crossroads Game,/boardgame/150376/dead-winter-crossroads-game
7.89,7.503,8018.0,86,2018,Architects of the West Kingdom,/boardgame/236457/architects-west-kingdom
7.9,7.494,6549.0,87,2016,Yokohama,/boardgame/196340/yokohama
7.59,7.487,39392.0,88,2008,Stone Age,/boardgame/34635/stone-age
7.72,7.486,20045.0,89,2012,Descent: Journeys in the Dark (Second Edition),/boardgame/104162/descent-journeys-dark-second-edition
7.97,7.486,6354.0,90,2015,Forbidden Stars,/boardgame/175155/forbidden-stars
8.5,7.483,3239.0,91,2017,Too Many Bones,/boardgame/192135/too-many-bones
7.69,7.478,15391.0,92,2014,Alchemists,/boardgame/161970/alchemists
7.78,7.471,9759.0,93,2015,Champions of Midgard,/boardgame/172287/champions-midgard
7.78,7.468,9129.0,94,2015,Grand Austria Hotel,/boardgame/182874/grand-austria-hotel
7.61,7.466,29858.0,95,2014,Star Realms,/boardgame/147020/star-realms
7.79,7.462,9601.0,96,2014,Legendary Encounters: An Alien Deck Building Game,/boardgame/146652/legendary-encounters-alien-deck-building-game
7.77,7.461,9543.0,97,2004,War of the Ring (First Edition),/boardgame/9609/war-ring-first-edition
7.6,7.455,21086.0,98,2014,Istanbul,/boardgame/148949/istanbul
8.48,7.451,3666.0,99,2018,Nemesis,/boardgame/167355/nemesis
7.61,7.45,19593.0,100,2014,Castles of Mad King Ludwig,/boardgame/155426/castles-mad-king-ludwig
7.65,7.448,25060.0,101,2011,A Game of Thrones: The Board Game (Second Edition),/boardgame/103343/game-thrones-board-game-second-edition
7.8,7.442,9338.0,102,2016,Inis,/boardgame/155821/inis
7.56,7.441,49185.0,103,2005,Ticket to Ride: Europe,/boardgame/14996/ticket-ride-europe
7.61,7.44,23517.0,104,2012,The Resistance: Avalon,/boardgame/128882/resistance-avalon
7.67,7.437,13443.0,105,2009,Chaos in the Old World,/boardgame/43111/chaos-old-world
7.87,7.432,6220.0,106,2016,Lorenzo il Magnifico,/boardgame/203993/lorenzo-il-magnifico
6.99,6.605,3709.0,801,2010,Haggis,/boardgame/37628/haggis
7.18,6.604,2573.0,802,2008,Planet Steam,/boardgame/23094/planet-steam
7.04,6.603,3691.0,803,2013,Two Rooms and a Boom,/boardgame/134352/two-rooms-and-boom
7.31,6.603,2486.0,804,2017,Vikings Gone Wild,/boardgame/187377/vikings-gone-wild
7.14,6.603,2610.0,805,2009,Peloponnes,/boardgame/42910/peloponnes
7.97,6.603,1108.0,806,2016,Falling Sky: The Gallic Revolt Against Caesar,/boardgame/163154/falling-sky-gallic-revolt-against-caesar
6.86,6.601,6019.0,807,2016,ICECOOL,/boardgame/177524/icecool
7.38,6.679,2589.0,701,2014,"Warhammer 40,000: Conquest",/boardgame/156776/warhammer-40000-conquest
7.21,6.678,2936.0,702,2013,A Study in Emerald,/boardgame/141517/study-emerald
7.66,6.677,1584.0,703,2018,Crusaders: Thy Will Be Done,/boardgame/170624/crusaders-thy-will-be-done
7.0,6.675,5154.0,704,2005,Manila,/boardgame/15817/manila
7.09,6.674,3722.0,705,2014,Valley of the Kings,/boardgame/150999/valley-kings
7.19,6.672,3247.0,706,2017,Fog of Love,/boardgame/175324/fog-love
7.1,6.772,5758.0,601,2001,Genoa,/boardgame/1345/genoa
6.96,6.771,10340.0,602,2014,Red7,/boardgame/161417/red7
7.18,6.77,4099.0,603,2001,San Marco,/boardgame/1041/san-marco
7.27,6.77,3629.0,604,2011,Tragedy Looper,/boardgame/148319/tragedy-looper
7.15,6.768,4643.0,605,2016,Adrenaline,/boardgame/202408/adrenaline
7.7,6.765,1893.0,606,2012,Polis: Fight for the Hegemony,/boardgame/69779/polis-fight-hegemony
7.69,7.432,10559.0,107,2005,Railways of the World,/boardgame/17133/railways-world
7.61,7.429,19467.0,108,2016,Santorini,/boardgame/194655/santorini
7.71,7.426,8997.0,109,2011,Ora et Labora,/boardgame/70149/ora-et-labora
7.98,7.422,6614.0,110,2018,Chronicles of Crime,/boardgame/239188/chronicles-crime
7.78,7.42,7554.0,111,2006,Commands & Colors: Ancients,/boardgame/14105/commands-colors-ancients
7.56,7.415,19480.0,112,2012,Suburbia,/boardgame/123260/suburbia
7.89,7.407,5763.0,113,2017,Clank! In! Space!,/boardgame/233371/clank-space
7.64,7.406,18642.0,114,2011,The Lord of the Rings: The Card Game,/boardgame/77423/lord-rings-card-game
7.66,7.405,10239.0,115,2013,Nations,/boardgame/126042/nations
7.83,7.402,7294.0,116,2017,Dinosaur Island,/boardgame/221194/dinosaur-island
7.52,7.4,29550.0,117,2009,Jaipur,/boardgame/54043/jaipur
7.64,7.399,10440.0,118,2009,Hansa Teutonica,/boardgame/43015/hansa-teutonica
7.68,7.396,8958.0,119,2017,Codenames: Duet,/boardgame/224037/codenames-duet
7.79,7.396,8090.0,120,2014,Arcadia Quest,/boardgame/155068/arcadia-quest
7.55,7.394,23255.0,121,2004,Memoir '44,/boardgame/10630/memoir-44
7.62,7.392,12887.0,122,2016,Captain Sonar,/boardgame/171131/captain-sonar
8.03,7.392,4146.0,123,1999,Paths of Glory,/boardgame/91/paths-glory
7.55,7.391,24665.0,124,2008,Cosmic Encounter,/boardgame/39463/cosmic-encounter
8.24,7.389,2972.0,125,2016,Vinhos Deluxe Edition,/boardgame/175640/vinhos-deluxe-edition
8.12,7.389,4020.0,126,2018,Endeavor: Age of Sail,/boardgame/233398/endeavor-age-sail
6.95,6.598,4166.0,808,2012,Fleet,/boardgame/121297/fleet
7.07,6.593,2912.0,809,2002,Keythedral,/boardgame/4099/keythedral
7.06,6.592,3010.0,810,2007,Hamburgum,/boardgame/30381/hamburgum
6.84,6.592,6151.0,811,2005,Animal Upon Animal,/boardgame/17329/animal-upon-animal
6.89,6.592,4823.0,812,2004,Hansa,/boardgame/8989/hansa
6.87,6.591,5553.0,813,2013,Blueprints,/boardgame/140933/blueprints
7.18,6.59,2374.0,814,2011,Strasbourg,/boardgame/91873/strasbourg
7.55,6.59,1484.0,815,2018,The Estates,/boardgame/249381/estates
7.59,6.59,1486.0,816,2012,Andean Abyss,/boardgame/91080/andean-abyss
7.71,6.59,1346.0,817,2017,Wendake,/boardgame/229265/wendake
7.23,6.59,2276.0,818,2017,Werewords,/boardgame/219215/werewords
6.8,6.589,7724.0,819,1995,Condottiere,/boardgame/112/condottiere
7.1,6.589,3252.0,820,2011,Fortune and Glory: The Cliffhanger Game,/boardgame/95103/fortune-and-glory-cliffhanger-game
7.25,6.587,2089.0,821,2017,Unlock! Squeek & Sausage,/boardgame/216092/unlock-squeek-sausage
6.83,6.587,7494.0,822,2005,Shadow Hunters,/boardgame/24068/shadow-hunters
7.05,6.587,3496.0,823,2008,Ultimate Werewolf: Ultimate Edition,/boardgame/38159/ultimate-werewolf-ultimate-edition
7.07,6.587,3888.0,824,2018,Disney Villainous,/boardgame/256382/disney-villainous
8.35,6.587,817.0,825,2018,Concordia Venus,/boardgame/256916/concordia-venus
6.93,6.586,3983.0,826,2005,Mission: Red Planet,/boardgame/18258/mission-red-planet
7.07,6.586,3205.0,827,2013,Coconuts,/boardgame/145639/coconuts
7.4,6.67,2084.0,707,2003,Princes of the Renaissance,/boardgame/8045/princes-renaissance
7.27,6.67,2738.0,708,2009,Mr. Jack in New York,/boardgame/55427/mr-jack-new-york
6.96,6.669,5688.0,709,2016,Cottage Garden,/boardgame/204027/cottage-garden
7.43,6.667,1939.0,710,2015,Gold West,/boardgame/154086/gold-west
7.57,6.666,1814.0,711,2017,878 Vikings: Invasions of England,/boardgame/204516/878-vikings-invasions-england
7.04,6.666,4411.0,712,2014,Black Fleet,/boardgame/157403/black-fleet
7.24,6.665,2755.0,713,2016,World's Fair 1893,/boardgame/178336/worlds-fair-1893
6.89,6.662,7378.0,714,2012,Qwixx,/boardgame/131260/qwixx
7.94,6.66,1232.0,715,2013,A Distant Plain,/boardgame/127518/distant-plain
7.16,6.66,3343.0,716,1999,Battle Cry,/boardgame/551/battle-cry
7.59,6.659,1684.0,717,2015,Catacombs (Third Edition),/boardgame/195137/catacombs-third-edition
7.35,6.659,3242.0,718,2017,Massive Darkness,/boardgame/197070/massive-darkness
7.25,6.658,2591.0,719,2016,Islebound,/boardgame/185589/islebound
7.03,6.656,3883.0,720,2008,Metropolys,/boardgame/25568/metropolys
7.19,6.653,3093.0,721,2014,Shadowrun: Crossfire,/boardgame/135382/shadowrun-crossfire
7.01,6.653,4201.0,722,2005,China,/boardgame/18100/china
6.79,6.653,13939.0,723,2006,Qwirkle,/boardgame/25669/qwirkle
6.95,6.652,5229.0,724,2007,Parade,/boardgame/56692/parade
7.73,6.651,1441.0,725,2017,Pandemic: Rising Tide,/boardgame/234671/pandemic-rising-tide
7.96,6.65,1238.0,726,2016,Star Trek: Frontiers,/boardgame/182340/star-trek-frontiers
7.56,6.853,2571.0,501,2018,Carpe Diem,/boardgame/245934/carpe-diem
7.1,6.852,8008.0,502,2010,K2,/boardgame/73761/k2
6.98,6.851,17158.0,503,2011,Kingdom Builder,/boardgame/107529/kingdom-builder
7.1,6.85,7506.0,504,2006,Yspahan,/boardgame/22345/yspahan
7.0,6.849,19973.0,505,2011,Elder Sign,/boardgame/100423/elder-sign
7.92,6.849,1650.0,506,2014,Arkwright,/boardgame/154825/arkwright
7.31,6.765,3242.0,607,2000,Web of Power,/boardgame/491/web-power
7.12,6.764,4668.0,608,2003,Santiago,/boardgame/8125/santiago
7.27,6.761,3504.0,609,2014,Marvel Dice Masters: Uncanny X-Men,/boardgame/158275/marvel-dice-masters-uncanny-x-men
7.16,6.761,4861.0,610,2017,Tiny Epic Quest,/boardgame/201921/tiny-epic-quest
7.21,6.761,3614.0,611,2012,The Palaces of Carrara,/boardgame/129948/palaces-carrara
6.89,6.76,16329.0,612,1994,6 nimmt!,/boardgame/432/6-nimmt
6.96,6.759,9724.0,613,2009,Thunderstone,/boardgame/53953/thunderstone
7.2,6.758,3756.0,614,2011,Core Worlds,/boardgame/98351/core-worlds
7.08,6.756,5226.0,615,2005,Louis XIV,/boardgame/13642/louis-xiv
7.32,6.755,3199.0,616,2011,Ascension: Storm of Souls,/boardgame/108784/ascension-storm-souls
7.25,6.755,3506.0,617,2017,Ex Libris,/boardgame/201825/ex-libris
8.3,6.754,1229.0,618,2018,Dice Throne: Season Two – Battle Chest,/boardgame/244271/dice-throne-season-two-battle-chest
7.31,6.752,3053.0,619,2014,Akrotiri,/boardgame/154458/akrotiri
7.18,6.752,3890.0,620,2011,Hawaii,/boardgame/106217/hawaii
7.01,6.751,7095.0,621,2015,Oh My Goods!,/boardgame/183840/oh-my-goods
7.35,6.751,2845.0,622,2014,Thunder Alley,/boardgame/108906/thunder-alley
7.07,6.751,6053.0,623,2016,Not Alone,/boardgame/194879/not-alone
7.2,6.751,3721.0,624,2013,Legacy: The Testament of Duke de Crecy,/boardgame/52461/legacy-testament-duke-de-crecy
6.96,6.749,13136.0,625,2007,Last Night on Earth: The Zombie Game,/boardgame/29368/last-night-earth-zombie-game
7.17,6.749,5395.0,626,2011,Dungeons & Dragons: Wrath of Ashardalon Board Game,/boardgame/66356/dungeons-dragons-wrath-ashardalon-board-game
7.33,6.953,5545.0,401,2017,Queendomino,/boardgame/232043/queendomino
7.55,6.952,3895.0,402,2015,Runebound (Third Edition),/boardgame/181530/runebound-third-edition
7.67,6.951,2665.0,403,2018,Newton,/boardgame/244711/newton
7.49,6.951,3632.0,404,2004,Struggle of Empires,/boardgame/9625/struggle-empires
7.43,6.95,3998.0,405,2012,Snowdonia,/boardgame/119432/snowdonia
7.3,6.95,5734.0,406,2014,AquaSphere,/boardgame/159508/aquasphere
7.92,7.388,4960.0,127,2006,Combat Commander: Europe,/boardgame/21050/combat-commander-europe
7.9,7.382,5254.0,128,2017,Near and Far,/boardgame/195421/near-and-far
7.54,7.378,17929.0,129,2011,Village,/boardgame/104006/village
7.81,7.377,6236.0,130,2018,Decrypto,/boardgame/225694/decrypto
8.08,7.376,3616.0,131,2018,Underwater Cities,/boardgame/247763/underwater-cities
7.57,7.373,17007.0,132,2017,Sagrada,/boardgame/199561/sagrada
7.7,7.366,7504.0,133,2002,Age of Steam,/boardgame/4098/age-steam
7.64,7.365,10157.0,134,2007,Ticket to Ride: Nordic Countries,/boardgame/31627/ticket-ride-nordic-countries
7.96,7.362,4886.0,135,2018,Everdell,/boardgame/199792/everdell
7.6,7.36,10596.0,136,2004,Goa,/boardgame/9216/goa
7.47,7.358,47550.0,137,2014,Splendor,/boardgame/148228/splendor
8.06,7.357,3586.0,138,2011,Sekigahara: The Unification of Japan,/boardgame/25021/sekigahara-unification-japan
7.62,7.357,9729.0,139,2012,Targi,/boardgame/118048/targi
7.91,7.355,5742.0,140,2017,This War of Mine: The Board Game,/boardgame/188920/war-mine-board-game
7.86,7.354,5888.0,141,2014,Xia: Legends of a Drift System,/boardgame/82222/xia-legends-drift-system
7.7,7.354,7001.0,142,2014,La Granja,/boardgame/146886/la-granja
7.59,7.352,12283.0,143,1991,Tichu,/boardgame/215/tichu
7.64,7.35,13502.0,144,-2200,Go,/boardgame/188/go
7.66,7.348,8447.0,145,2018,Welcome To...,/boardgame/233867/welcome
7.6,7.348,17581.0,146,2012,Legendary: A Marvel Deck Building Game,/boardgame/129437/legendary-marvel-deck-building-game
7.91,7.241,3324.0,201,2004,Antiquity,/boardgame/13122/antiquity
7.59,7.241,7989.0,202,2016,Flamme Rouge,/boardgame/199478/flamme-rouge
7.42,7.237,14416.0,203,2000,Battle Line,/boardgame/760/battle-line
7.49,7.236,10667.0,204,2015,Above and Below,/boardgame/172818/above-and-below
7.6,7.234,6649.0,205,2015,Burgle Bros.,/boardgame/172081/burgle-bros
7.37,7.229,22117.0,206,2016,Kingdomino,/boardgame/204583/kingdomino
7.58,7.226,6558.0,207,2013,Rococo,/boardgame/144344/rococo
7.4,6.585,1827.0,828,2015,Watson & Holmes,/boardgame/182694/watson-holmes
7.11,6.585,2819.0,829,2010,Catacombs,/boardgame/57390/catacombs
6.95,6.584,3924.0,830,2005,Hacienda,/boardgame/19100/hacienda
7.16,6.584,2573.0,831,1988,Merchant of Venus,/boardgame/230/merchant-venus
7.15,6.583,2507.0,832,1998,Liberté,/boardgame/2507/liberte
7.31,6.581,1959.0,833,2014,The Golden Ages,/boardgame/164338/golden-ages
7.04,6.58,3099.0,834,2015,Mottainai,/boardgame/175199/mottainai
7.77,6.579,1242.0,835,2010,Julius Caesar,/boardgame/37836/julius-caesar
6.91,6.579,4398.0,836,2014,La Isla,/boardgame/154246/la-isla
6.95,6.579,4255.0,837,2016,Dream Home,/boardgame/194880/dream-home
7.48,6.579,1516.0,838,1984,Eat Poop You Cat,/boardgame/30618/eat-poop-you-cat
7.24,6.578,2260.0,839,2009,Rallyman,/boardgame/60435/rallyman
8.08,6.578,1009.0,840,2012,Thunderbolt Apache Leader,/boardgame/123955/thunderbolt-apache-leader
6.88,6.577,5738.0,841,2008,A Game of Thrones: The Card Game,/boardgame/39953/game-thrones-card-game
6.96,6.576,3678.0,842,2012,Guildhall,/boardgame/132372/guildhall
7.52,6.574,1744.0,843,2014,Heroes of Normandie,/boardgame/53093/heroes-normandie
7.11,6.574,2722.0,844,1996,GIPF,/boardgame/527/gipf
7.02,6.573,3222.0,845,2000,Java,/boardgame/855/java
6.74,6.573,12294.0,846,1996,Catan Card Game,/boardgame/278/catan-card-game
7.33,7.066,9937.0,301,2017,Dice Forge,/boardgame/194594/dice-forge
7.48,7.064,5007.0,302,2013,Amerigo,/boardgame/137408/amerigo
7.33,7.064,8167.0,303,2003,Amun-Re,/boardgame/5404/amun-re
7.16,7.064,32803.0,304,1999,Lost Cities,/boardgame/50/lost-cities
7.15,6.65,3332.0,727,2017,The Lost Expedition,/boardgame/216459/lost-expedition
7.3,6.649,2452.0,728,2013,Skull King,/boardgame/150145/skull-king
6.99,6.649,4576.0,729,2015,Loony Quest,/boardgame/136991/loony-quest
6.9,6.648,7096.0,730,1984,Wizard,/boardgame/1465/wizard
7.03,6.647,5469.0,731,2012,DC Comics Deck-Building Game,/boardgame/125678/dc-comics-deck-building-game
7.01,6.647,4697.0,732,2015,The Big Book of Madness,/boardgame/171233/big-book-madness
7.0,6.646,5016.0,733,2010,Rivals for Catan,/boardgame/66056/rivals-catan
6.79,6.646,21079.0,734,2012,Smash Up,/boardgame/122522/smash
7.39,6.646,2001.0,735,2016,Railroad Revolution,/boardgame/207691/railroad-revolution
7.35,6.645,2186.0,736,2017,Fantasy Realms,/boardgame/223040/fantasy-realms
7.31,6.643,2298.0,737,2017,Rhino Hero: Super Battle,/boardgame/218333/rhino-hero-super-battle
6.88,6.643,6762.0,738,2013,Terror in Meeple City,/boardgame/97903/terror-meeple-city
7.18,6.642,2993.0,739,2017,Meeple Circus,/boardgame/193214/meeple-circus
6.97,6.642,4717.0,740,2001,Winner's Circle,/boardgame/1382/winners-circle
7.85,6.641,1320.0,741,2011,No Retreat! The Russian Front,/boardgame/68264/no-retreat-russian-front
7.28,6.641,2296.0,742,2010,Firenze,/boardgame/75449/firenze
6.97,6.64,4977.0,743,2015,The Bloody Inn,/boardgame/180593/bloody-inn
7.22,6.64,2550.0,744,2016,Fields of Green,/boardgame/200954/fields-green
7.36,6.639,2081.0,745,2012,1812: The Invasion of Canada,/boardgame/94246/1812-invasion-canada
7.56,6.414,1280.0,1101,1985,World in Flames,/boardgame/1499/world-flames
6.92,6.414,2438.0,1102,2016,Oceanos,/boardgame/192860/oceanos
6.89,6.413,2439.0,1103,1999,Stephenson's Rocket,/boardgame/204/stephensons-rocket
6.93,6.413,2727.0,1104,1982,Empire Builder,/boardgame/168/empire-builder
6.6,6.413,6803.0,1105,2012,Eight-Minute Empire,/boardgame/131366/eight-minute-empire
6.68,6.412,5514.0,1106,1997,Quoridor,/boardgame/624/quoridor
7.2,6.848,5333.0,507,2013,Tash-Kalar: Arena of Legends,/boardgame/146278/tash-kalar-arena-legends
7.46,6.848,3132.0,508,2016,Valeria: Card Kingdoms,/boardgame/170561/valeria-card-kingdoms
7.92,6.846,1646.0,509,2015,Empires: Age of Discovery,/boardgame/173442/empires-age-discovery
7.13,6.844,6258.0,510,2012,Among the Stars,/boardgame/110277/among-stars
7.24,6.843,4565.0,511,2013,Tajemnicze Domostwo,/boardgame/113997/tajemnicze-domostwo
7.71,6.843,2063.0,512,2015,Churchill,/boardgame/132018/churchill
6.97,6.843,16291.0,513,2003,Coloretto,/boardgame/5782/coloretto
7.27,6.842,4823.0,514,2016,Vast: The Crystal Caverns,/boardgame/170416/vast-crystal-caverns
7.27,6.841,4291.0,515,2009,World Without End,/boardgame/43528/world-without-end
6.98,6.841,16659.0,516,2013,BANG! The Dice Game,/boardgame/143741/bang-dice-game
6.97,6.839,15866.0,517,2014,Spyfall,/boardgame/166384/spyfall
8.25,6.838,1341.0,518,2009,D-Day at Omaha Beach,/boardgame/29603/d-day-omaha-beach
7.01,6.837,12366.0,519,2014,King of New York,/boardgame/160499/king-new-york
7.2,6.836,5307.0,520,2014,Marvel Dice Masters: Avengers vs. X-Men,/boardgame/148575/marvel-dice-masters-avengers-vs-x-men
7.27,6.835,4110.0,521,2009,Vasco da Gama,/boardgame/41002/vasco-da-gama
7.3,6.835,3929.0,522,2013,Coal Baron,/boardgame/143515/coal-baron
7.12,6.835,6750.0,523,2015,Cacao,/boardgame/171499/cacao
7.97,6.832,1734.0,524,2018,Vindication,/boardgame/224783/vindication
7.33,6.831,3532.0,525,2016,The Oracle of Delphi,/boardgame/193558/oracle-delphi
7.24,6.83,5481.0,526,2009,Warhammer: Invasion,/boardgame/47185/warhammer-invasion
7.22,6.361,1319.0,1201,2017,Calimala,/boardgame/199383/calimala
7.16,6.361,1725.0,1202,2013,Warhammer: Diskwars,/boardgame/146418/warhammer-diskwars
7.57,6.36,953.0,1203,2015,Pax Pamir,/boardgame/155255/pax-pamir
6.81,6.359,2746.0,1204,1993,Beyond Balderdash,/boardgame/1544/beyond-balderdash
6.68,6.359,3607.0,1205,2000,Babel,/boardgame/986/babel
6.89,6.359,2131.0,1206,2003,Sluff Off!,/boardgame/8129/sluff
6.92,6.749,11399.0,627,1800,Perudo,/boardgame/45/perudo
7.6,6.749,1930.0,628,2019,Twice As Clever,/boardgame/269210/twice-clever
