avg_rating,geek_rating,num_voters,rank,release_date,title,url
7.11,6.803,9917.0,567,1989,HeroQuest,/boardgame/699/heroquest
6.92,6.346,1939.0,1226,2009,Arena: Roma II,/boardgame/56931/arena-roma-ii
6.74,6.346,2850.0,1227,2008,A Castle for All Seasons,/boardgame/38386/castle-all-seasons
7.07,6.346,1688.0,1228,1990,Eurorails,/boardgame/157/eurorails
8.0,6.345,940.0,1229,2019,UBOOT: The Board Game,/boardgame/219100/uboot-board-game
6.94,6.345,1871.0,1230,2008,Kamisado,/boardgame/38545/kamisado
7.09,6.345,1494.0,1231,2016,Capital Lux,/boardgame/205046/capital-lux
7.55,6.344,945.0,1232,1982,Rommel in the Desert,/boardgame/84/rommel-desert
7.82,6.343,797.0,1233,2010,Warmachine Prime Mk II,/boardgame/67254/warmachine-prime-mk-ii
6.64,6.342,4052.0,1234,1973,Hare & Tortoise,/boardgame/361/hare-tortoise
7.03,6.342,1622.0,1235,1996,Show Manager,/boardgame/73/show-manager
6.93,6.342,1864.0,1236,2008,2 de Mayo,/boardgame/36522/2-de-mayo
6.77,6.342,2735.0,1237,2013,Timeline: Music & Cinema,/boardgame/145189/timeline-music-cinema
7.43,6.341,1002.0,1238,2008,"Warriors of God: The Wars of England & France, 1135-1453",/boardgame/23679/warriors-god-wars-england-france-1135-1453
8.06,6.341,735.0,1239,2018,Obsession,/boardgame/231733/obsession
7.27,6.341,1304.0,1240,1974,The Russian Campaign,/boardgame/2808/russian-campaign
7.82,6.34,759.0,1241,2014,Thunderstone Advance: Worlds Collide,/boardgame/152765/thunderstone-advance-worlds-collide
6.83,6.34,2321.0,1242,2015,Favor of the Pharaoh,/boardgame/171011/favor-pharaoh
7.19,6.34,1300.0,1243,2015,Steam Time,/boardgame/180592/steam-time
7.03,6.339,1588.0,1244,2010,Expedition: Northwest Passage,/boardgame/71074/expedition-northwest-passage
8.11,6.714,1238.0,664,2018,Star Realms: Frontiers,/boardgame/230253/star-realms-frontiers
7.33,6.712,2835.0,665,2015,Smash Up: Pretty Pretty Smash Up,/boardgame/168917/smash-pretty-pretty-smash
7.25,6.711,3039.0,666,2007,Tammany Hall,/boardgame/30645/tammany-hall
7.19,6.709,3380.0,667,2012,Merchant of Venus (second edition),/boardgame/131646/merchant-venus-second-edition
6.83,6.709,15054.0,668,2005,Diamant,/boardgame/15512/diamant
7.84,6.708,1702.0,669,2019,Star Wars: Outer Rim,/boardgame/271896/star-wars-outer-rim
7.2,6.708,3269.0,670,2009,Stronghold,/boardgame/45986/stronghold
7.6,6.708,2145.0,671,2015,Zombicide Season 3: Rue Morgue,/boardgame/161866/zombicide-season-3-rue-morgue
7.18,6.707,4460.0,672,2017,5-Minute Dungeon,/boardgame/207830/5-minute-dungeon
6.96,6.706,6726.0,673,2011,Rhino Hero,/boardgame/91514/rhino-hero
7.36,6.705,2620.0,674,2014,Smash Up: Monster Smash,/boardgame/160018/smash-monster-smash
6.98,6.705,5677.0,675,2008,Snow Tails,/boardgame/38054/snow-tails
8.01,6.705,1411.0,676,2014,Space Hulk (fourth edition),/boardgame/165838/space-hulk-fourth-edition
7.36,6.705,2881.0,677,2017,Sid Meier's Civilization: A New Dawn,/boardgame/233247/sid-meiers-civilization-new-dawn
6.85,6.703,13125.0,678,2007,Zooloretto,/boardgame/27588/zooloretto
7.13,6.702,4020.0,679,2017,Mint Works,/boardgame/200077/mint-works
7.54,6.702,2019.0,680,2018,AuZtralia,/boardgame/231581/auztralia
7.04,6.51,2426.0,926,2010,Merkator,/boardgame/39684/merkator
7.5,6.509,1465.0,927,2017,Battle for Rokugan,/boardgame/234477/battle-rokugan
7.03,6.508,2486.0,928,2010,Asara,/boardgame/72991/asara
7.26,6.507,1765.0,929,2010,De Vulgari Eloquentia,/boardgame/75165/de-vulgari-eloquentia
7.18,6.507,1910.0,930,2014,The Staufer Dynasty,/boardgame/166226/staufer-dynasty
7.17,6.507,2008.0,931,2014,Royals,/boardgame/165986/royals
7.38,6.507,1613.0,932,2018,Wildlands,/boardgame/244654/wildlands
6.97,6.507,2805.0,933,2007,Amyitis,/boardgame/29934/amyitis
6.85,6.506,4121.0,934,2001,Starship Catan,/boardgame/2338/starship-catan
6.72,6.506,6908.0,935,2003,Ubongo,/boardgame/16986/ubongo
7.12,6.505,2136.0,936,2013,Nothing Personal,/boardgame/120523/nothing-personal
7.43,6.505,1504.0,937,2018,Duelosaur Island,/boardgame/247236/duelosaur-island
7.02,6.504,2887.0,938,2012,Star Trek: Catan,/boardgame/117985/star-trek-catan
6.65,6.504,9860.0,939,2013,Welcome to the Dungeon,/boardgame/150312/welcome-dungeon
6.87,6.503,4910.0,940,2004,Doom: The Boardgame,/boardgame/10640/doom-boardgame
7.55,6.503,1670.0,941,2010,Axis & Allies Europe 1940,/boardgame/61692/axis-allies-europe-1940
7.63,6.503,1201.0,942,2016,Crisis,/boardgame/128721/crisis
7.15,6.502,2567.0,943,2018,Fireball Island: The Curse of Vul-Kar,/boardgame/233020/fireball-island-curse-vul-kar
6.85,6.502,4084.0,944,2009,The Magic Labyrinth,/boardgame/41916/magic-labyrinth
6.92,6.501,3768.0,945,1977,Cosmic Encounter,/boardgame/15/cosmic-encounter
7.86,6.191,583.0,1607,2012,Puzzle Strike Shadows,/boardgame/123609/puzzle-strike-shadows
7.1,6.191,1005.0,1608,1991,Silverton,/boardgame/511/silverton
6.86,6.19,1473.0,1609,2014,Ancient Terrible Things,/boardgame/137031/ancient-terrible-things
8.31,6.19,638.0,1610,2019,Hellboy: The Board Game,/boardgame/243759/hellboy-board-game
6.89,6.189,1309.0,1611,2014,Isle of Trains,/boardgame/154906/isle-trains
6.69,6.189,1886.0,1612,2010,Puzzle Strike,/boardgame/67928/puzzle-strike
6.57,6.189,2430.0,1613,2001,Pick Picknic,/boardgame/2569/pick-picknic
6.96,6.189,1161.0,1614,2016,Avenue,/boardgame/205045/avenue
6.65,6.189,2020.0,1615,2013,Relic Runners,/boardgame/144270/relic-runners
7.37,6.188,807.0,1616,2009,Zulus on the Ramparts!,/boardgame/41627/zulus-ramparts
6.88,6.188,1268.0,1617,2010,Tikal II: The Lost Temple,/boardgame/67180/tikal-ii-lost-temple
6.37,6.187,5303.0,1618,1997,Metro,/boardgame/559/metro
6.85,6.187,1737.0,1619,1974,Rise and Decline of the Third Reich,/boardgame/1563/rise-and-decline-third-reich
8.42,6.187,504.0,1620,2017,Aristeia!,/boardgame/230889/aristeia
7.44,6.187,753.0,1621,2016,Days of Ire: Budapest 1956,/boardgame/192802/days-ire-budapest-1956
8.31,6.187,484.0,1622,2015,The U.S. Civil War,/boardgame/162009/us-civil-war
6.86,6.186,1335.0,1623,2010,Olympus,/boardgame/73070/olympus
6.63,6.186,2014.0,1624,2003,R-Eco,/boardgame/15290/r-eco
7.64,6.186,651.0,1625,1991,EastFront,/boardgame/77/eastfront
7.82,6.906,2096.0,446,2018,Pandemic: Fall of Rome,/boardgame/260428/pandemic-fall-rome
7.31,6.903,4615.0,447,1999,Time's Up!,/boardgame/1353/times
7.61,6.902,2626.0,448,2014,ZhanGuo,/boardgame/160495/zhanguo
7.18,6.899,7153.0,449,2006,Taluva,/boardgame/24508/taluva
7.85,6.899,2059.0,450,1983,Up Front,/boardgame/586/front
7.06,6.899,14312.0,451,2007,Jamaica,/boardgame/28023/jamaica
7.65,6.898,2434.0,452,2017,London (Second Edition),/boardgame/236191/london-second-edition
7.35,6.897,4013.0,453,2010,Luna,/boardgame/70512/luna
7.06,6.896,11972.0,454,1998,Through the Desert,/boardgame/503/through-desert
7.15,6.895,8108.0,455,1999,Torres,/boardgame/88/torres
7.46,6.894,3347.0,456,2015,Shakespeare,/boardgame/180511/shakespeare
7.3,6.89,4636.0,457,2012,Myrmes,/boardgame/126792/myrmes
7.16,6.89,7579.0,458,2007,Cuba,/boardgame/30380/cuba
8.13,6.89,1702.0,459,2016,Blood Bowl (2016 edition),/boardgame/212445/blood-bowl-2016-edition
7.2,6.889,6275.0,460,2002,Lord of the Rings: The Confrontation,/boardgame/3201/lord-rings-confrontation
7.28,6.888,4997.0,461,2015,Specter Ops,/boardgame/155624/specter-ops
7.3,6.887,5040.0,462,2016,Cry Havoc,/boardgame/192457/cry-havoc
7.15,6.887,8752.0,463,2005,Fury of Dracula (Second Edition),/boardgame/20963/fury-dracula-second-edition
7.45,6.885,3466.0,464,2013,The Duke,/boardgame/36235/duke
7.04,6.884,13871.0,465,2006,Mr. Jack,/boardgame/21763/mr-jack
6.94,6.31,1639.0,1308,2017,Exit: The Game – The Forbidden Castle,/boardgame/215840/exit-game-forbidden-castle
6.57,6.31,6356.0,1309,2007,The Red Dragon Inn,/boardgame/24310/red-dragon-inn
6.57,6.31,5039.0,1310,2012,Tsuro of the Seas,/boardgame/124172/tsuro-seas
6.96,6.31,1633.0,1311,2016,Beyond Baker Street,/boardgame/168681/beyond-baker-street
6.68,6.31,2988.0,1312,2007,Archaeology: The Card Game,/boardgame/31105/archaeology-card-game
6.83,6.309,2725.0,1313,2013,Relic,/boardgame/128442/relic
7.63,6.309,883.0,1314,2012,Last Night on Earth: Timber Peak,/boardgame/122240/last-night-earth-timber-peak
7.01,6.309,1516.0,1315,2012,Agents of SMERSH,/boardgame/111105/agents-smersh
7.45,6.308,884.0,1316,2009,American Rails,/boardgame/41749/american-rails
7.87,6.308,725.0,1317,2010,Normandy '44,/boardgame/38718/normandy-44
7.56,6.308,893.0,1318,2019,The Taverns of Tiefenthal,/boardgame/269207/taverns-tiefenthal
6.68,6.307,3081.0,1319,2004,Bootleggers,/boardgame/12477/bootleggers
7.89,6.306,723.0,1320,2010,Hornet Leader: Carrier Air Operations,/boardgame/65564/hornet-leader-carrier-air-operations
6.74,6.306,2626.0,1321,2016,A Game of Thrones: Hand of the King,/boardgame/205610/game-thrones-hand-king
7.34,6.305,1058.0,1322,2016,Dale of Merchants 2,/boardgame/191597/dale-merchants-2
6.76,6.305,2315.0,1323,2013,Sail to India,/boardgame/141736/sail-india
7.55,6.304,852.0,1324,2017,John Company,/boardgame/211716/john-company
6.88,6.304,1801.0,1325,2013,Impulse,/boardgame/144239/impulse
7.51,6.304,942.0,1326,2015,Pathfinder Adventure Card Game: Wrath of the Righteous – Base Set,/boardgame/169416/pathfinder-adventure-card-game-wrath-righteous-bas
6.75,6.304,2871.0,1327,2005,Conquest of the Empire,/boardgame/17710/conquest-empire
7.81,7.271,4613.0,186,1996,Hannibal: Rome vs. Carthage,/boardgame/234/hannibal-rome-vs-carthage
7.73,7.269,5289.0,187,2018,Coimbra,/boardgame/245638/coimbra
7.46,7.268,13881.0,188,2008,Space Alert,/boardgame/38453/space-alert
7.8,7.264,4999.0,189,2013,BattleLore (Second Edition),/boardgame/146439/battlelore-second-edition
7.66,7.263,7355.0,190,2010,Runewars,/boardgame/59294/runewars
7.48,7.26,13961.0,191,2011,Dixit: Odyssey,/boardgame/92828/dixit-odyssey
7.44,7.256,13315.0,192,2010,Alien Frontiers,/boardgame/48726/alien-frontiers
7.56,7.254,7452.0,193,2010,Navegador,/boardgame/66589/navegador
7.86,7.253,3655.0,194,2005,Indonesia,/boardgame/19777/indonesia
7.44,7.253,13703.0,195,1998,Samurai,/boardgame/3/samurai
7.56,7.252,8912.0,196,2015,Fury of Dracula (Third/Fourth Edition),/boardgame/181279/fury-dracula-thirdfourth-edition
7.68,7.252,6935.0,197,2012,Mage Wars Arena,/boardgame/101721/mage-wars-arena
7.58,7.244,8799.0,198,2017,Charterstone,/boardgame/197376/charterstone
7.38,7.242,25051.0,199,2015,Mysterium,/boardgame/181304/mysterium
7.69,7.241,5220.0,200,2009,Imperial 2030,/boardgame/54138/imperial-2030
7.54,6.27,906.0,1408,2013,Sails of Glory,/boardgame/109291/sails-glory
7.01,6.27,1394.0,1409,2010,Magnum Sal,/boardgame/73316/magnum-sal
6.73,6.269,2309.0,1410,2010,Isla Dorada,/boardgame/68182/isla-dorada
6.94,6.268,1443.0,1411,2012,Il Vecchio,/boardgame/119391/il-vecchio
6.64,6.267,2606.0,1412,2009,Alea Iacta Est,/boardgame/40760/alea-iacta-est
6.64,6.267,2835.0,1413,2005,Mall of Horror,/boardgame/16772/mall-horror
6.88,6.267,1713.0,1414,2015,Holmes: Sherlock & Mycroft,/boardgame/174078/holmes-sherlock-mycroft
7.26,6.265,1090.0,1415,2018,Solenia,/boardgame/254018/solenia
7.6,6.265,739.0,1416,2018,Unlock! The Adventurers of Oz,/boardgame/245354/unlock-adventurers-oz
7.37,6.265,904.0,1417,2016,Habitats,/boardgame/200853/habitats
6.61,6.265,3322.0,1418,1985,You're Bluffing!,/boardgame/1117/youre-bluffing
6.79,6.264,1941.0,1419,2012,Qin,/boardgame/127997/qin
7.95,6.264,618.0,1420,2008,SPQR (Deluxe Edition),/boardgame/21551/spqr-deluxe-edition
7.04,6.264,1334.0,1421,2017,Quests of Valeria,/boardgame/187680/quests-valeria
6.83,6.263,1927.0,1422,2018,Founders of Gloomhaven,/boardgame/214032/founders-gloomhaven
6.95,6.263,1526.0,1423,2013,Police Precinct,/boardgame/118536/police-precinct
6.66,6.263,2498.0,1424,2009,Campaign Manager 2008,/boardgame/46255/campaign-manager-2008
6.6,6.262,2918.0,1425,2009,FITS,/boardgame/40393/fits
7.27,6.261,1004.0,1426,2017,Flatline,/boardgame/216597/flatline
8.84,6.261,598.0,1427,2019,Middara: Unintentional Malum – Act 1,/boardgame/169427/middara-unintentional-malum-act-1
7.99,6.26,676.0,1428,2019,Horrified,/boardgame/282524/horrified
6.76,6.224,1879.0,1508,2014,Kingsport Festival,/boardgame/154509/kingsport-festival
6.81,6.224,1570.0,1509,2005,The End of the Triumvirate,/boardgame/20134/end-triumvirate
6.73,6.224,1805.0,1510,2008,Powerboats,/boardgame/38531/powerboats
6.42,6.224,5161.0,1511,2008,Keltis,/boardgame/34585/keltis
6.7,6.224,2296.0,1512,1986,Fortress America,/boardgame/99/fortress-america
6.39,6.224,8957.0,1513,1986,Labyrinth,/boardgame/1219/labyrinth
6.8,6.223,1626.0,1514,2007,Key Harvest,/boardgame/29839/key-harvest
6.76,6.223,1730.0,1515,2004,Lost Valley,/boardgame/9341/lost-valley
7.71,6.223,679.0,1516,2017,Ticket to Ride: Germany,/boardgame/225244/ticket-ride-germany
6.44,6.222,5649.0,1517,1987,Abalone Classic,/boardgame/526/abalone-classic
6.52,6.222,3471.0,1518,2013,The Builders: Middle Ages,/boardgame/144553/builders-middle-ages
6.63,6.22,2406.0,1519,1998,Circus Flohcati,/boardgame/337/circus-flohcati
7.09,6.22,1107.0,1520,2015,Timeline Challenge,/boardgame/173156/timeline-challenge
7.99,6.219,558.0,1521,2003,Ardennes '44,/boardgame/7858/ardennes-44
6.81,6.219,1579.0,1522,2014,Helios,/boardgame/154182/helios
6.58,6.218,2796.0,1523,1988,Inkognito,/boardgame/466/inkognito
6.64,6.218,2237.0,1524,2005,Tower of Babel,/boardgame/15510/tower-babel
7.85,6.218,604.0,1525,2017,"Colonial Twilight: The French-Algerian War, 1954-62",/boardgame/180199/colonial-twilight-french-algerian-war-1954-62
7.45,6.218,819.0,1526,2016,Kepler-3042,/boardgame/198190/kepler-3042
6.73,6.218,1829.0,1527,1985,Code 777,/boardgame/443/code-777
6.55,6.063,1567.0,2001,2011,The Dwarf King,/boardgame/85250/dwarf-king
7.35,6.063,590.0,2002,2017,A Handful of Stars,/boardgame/197320/handful-stars
6.76,6.063,1050.0,2003,2011,Pelican Cove,/boardgame/90870/pelican-cove
6.61,6.062,1385.0,2004,2012,Okiya,/boardgame/125311/okiya
6.78,6.062,1043.0,2005,2011,Ultimate Warriorz,/boardgame/100679/ultimate-warriorz
7.04,6.062,928.0,2006,2018,Robin Hood and the Merry Men,/boardgame/232666/robin-hood-and-merry-men
6.96,6.061,836.0,2007,2012,Serenissima (second edition),/boardgame/135281/serenissima-second-edition
6.83,6.038,982.0,2101,2013,BioShock Infinite: The Siege of Columbia,/boardgame/132428/bioshock-infinite-siege-columbia
8.3,6.037,344.0,2102,2017,Holland '44: Operation Market-Garden,/boardgame/207572/holland-44-operation-market-garden
7.08,6.037,715.0,2103,2018,Sunset Over Water,/boardgame/224904/sunset-over-water
6.85,6.037,987.0,2104,2006,Risk: Star Wars Original Trilogy Edition,/boardgame/22551/risk-star-wars-original-trilogy-edition
7.26,6.037,576.0,2105,2018,Belratti,/boardgame/259374/belratti
6.71,6.037,1120.0,2106,2016,Multiuniversum,/boardgame/192638/multiuniversum
8.13,6.036,361.0,2107,2019,Detective: City of Angels,/boardgame/218074/detective-city-angels
6.44,6.015,1673.0,2201,1998,Take 5!,/boardgame/153/take-5
6.34,6.014,2275.0,2202,2015,Tiny Epic Defenders,/boardgame/155708/tiny-epic-defenders
6.67,6.014,1560.0,2203,2014,Myth,/boardgame/140519/myth
7.78,6.014,419.0,2204,1984,The Third World War,/boardgame/3605/third-world-war
7.09,6.014,710.0,2205,2013,Anomia: Party Edition,/boardgame/142271/anomia-party-edition
6.52,6.013,1350.0,2206,2014,Eminent Domain: Microcosm,/boardgame/163640/eminent-domain-microcosm
6.92,6.013,790.0,2207,2018,Micropolis,/boardgame/239840/micropolis
7.62,7.173,4847.0,241,1986,Die Macher,/boardgame/1/die-macher
7.3,7.169,29136.0,242,2011,Takenoko,/boardgame/70919/takenoko
7.43,7.165,8768.0,243,2009,Endeavor,/boardgame/33160/endeavor
7.36,7.165,11469.0,244,2007,Notre Dame,/boardgame/25554/notre-dame
7.39,7.164,12464.0,245,2015,Tiny Epic Galaxies,/boardgame/163967/tiny-epic-galaxies
7.54,7.161,6367.0,246,2009,Claustrophobia,/boardgame/36932/claustrophobia
7.38,7.16,9943.0,247,2007,In the Year of the Dragon,/boardgame/31594/year-dragon
7.25,7.159,48481.0,248,2012,Love Letter,/boardgame/129622/love-letter
7.64,7.157,4810.0,249,2012,Clash of Cultures,/boardgame/40765/clash-cultures
7.72,7.152,4247.0,250,2017,Century: Golem Edition,/boardgame/232832/century-golem-edition
7.85,7.15,3280.0,251,2004,Blood Bowl: Living Rulebook,/boardgame/15985/blood-bowl-living-rulebook
7.97,7.147,3311.0,252,1985,Advanced Squad Leader,/boardgame/243/advanced-squad-leader
7.41,7.146,8494.0,253,2012,The Manhattan Project,/boardgame/63628/manhattan-project
7.31,7.146,17842.0,254,1982,Survive: Escape from Atlantis!,/boardgame/2653/survive-escape-atlantis
7.27,7.146,21031.0,255,2004,San Juan,/boardgame/8217/san-juan
7.42,7.144,8713.0,256,2015,Arboretum,/boardgame/140934/arboretum
7.62,7.142,5178.0,257,1979,Dune,/boardgame/121/dune
7.3,7.141,15264.0,258,2006,The Pillars of the Earth,/boardgame/24480/pillars-earth
7.36,7.14,14786.0,259,2012,Mice and Mystics,/boardgame/124708/mice-and-mystics
7.51,7.14,6792.0,260,1980,Civilization,/boardgame/71/civilization
7.79,5.968,447.0,2401,2017,Runewars Miniatures Game,/boardgame/205907/runewars-miniatures-game
7.03,5.967,646.0,2402,2017,World Championship Russian Roulette,/boardgame/179245/world-championship-russian-roulette
6.45,5.966,1382.0,2403,2003,Spooky Stairs,/boardgame/12346/spooky-stairs
7.02,5.966,815.0,2404,2016,Munchkin Marvel,/boardgame/189848/munchkin-marvel
7.54,5.966,410.0,2405,2007,Asia Engulfed,/boardgame/20609/asia-engulfed
7.25,5.965,533.0,2406,1986,2nd Fleet,/boardgame/4090/2nd-fleet
6.93,5.965,676.0,2407,1972,Quebec 1759,/boardgame/85/quebec-1759
7.1,6.545,2528.0,882,2018,Ticket to Ride: New York,/boardgame/253284/ticket-ride-new-york
6.93,6.544,3527.0,883,2013,Rialto,/boardgame/119591/rialto
8.47,6.544,803.0,884,2018,Hannibal & Hamilcar,/boardgame/227460/hannibal-hamilcar
6.98,6.542,3132.0,885,2014,Medieval Academy,/boardgame/154386/medieval-academy
6.87,6.542,4305.0,886,2001,Evo,/boardgame/1159/evo
7.01,6.541,2903.0,887,2004,Fire & Axe: A Viking Saga,/boardgame/12495/fire-axe-viking-saga
7.5,6.54,1487.0,888,2012,Carcassonne: Winter Edition,/boardgame/131014/carcassonne-winter-edition
7.34,6.54,1865.0,889,2015,Deep Space D-6,/boardgame/183571/deep-space-d-6
7.91,6.537,1070.0,890,2005,Advanced Squad Leader: Starter Kit #2,/boardgame/15126/advanced-squad-leader-starter-kit-2
7.25,6.536,1983.0,891,2017,Lovecraft Letter,/boardgame/198740/lovecraft-letter
8.25,6.533,855.0,892,2015,Mega Civilization,/boardgame/184424/mega-civilization
7.66,6.532,1237.0,893,2017,"Time of Crisis: The Roman Empire in Turmoil, 235-284 AD",/boardgame/164949/time-crisis-roman-empire-turmoil-235-284-ad
7.16,6.532,2401.0,894,2015,Dead Men Tell No Tales,/boardgame/141423/dead-men-tell-no-tales
7.24,6.529,1924.0,895,2015,Ponzi Scheme,/boardgame/180899/ponzi-scheme
7.75,6.529,1298.0,896,2019,Tapestry,/boardgame/286096/tapestry
7.34,6.528,1792.0,897,2018,Treasure Island,/boardgame/242639/treasure-island
6.73,6.527,7515.0,898,1998,Elfenland,/boardgame/10/elfenland
7.14,6.526,2398.0,899,2017,Herbaceous,/boardgame/195314/herbaceous
7.59,6.525,1466.0,900,2015,Thunderbirds,/boardgame/160610/thunderbirds
8.13,6.455,865.0,1024,2016,Codex: Card-Time Strategy – Deluxe Set,/boardgame/131111/codex-card-time-strategy-deluxe-set
7.28,6.454,1507.0,1025,2014,Medina (second edition),/boardgame/167270/medina-second-edition
6.98,6.454,2949.0,1026,2002,Star Wars: Epic Duels,/boardgame/3284/star-wars-epic-duels
7.16,6.453,2165.0,1027,1994,Vampire: The Eternal Struggle,/boardgame/2122/vampire-eternal-struggle
7.39,6.453,1518.0,1028,2014,DC Comics Deck-Building Game: Heroes Unite,/boardgame/142852/dc-comics-deck-building-game-heroes-unite
7.0,6.453,2386.0,1029,2008,Aquaretto,/boardgame/34194/aquaretto
6.85,6.452,3272.0,1030,2012,D-Day Dice,/boardgame/101785/d-day-dice
6.6,6.451,9445.0,1031,2005,Ca$h 'n Gun$,/boardgame/19237/cah-n-gun
7.24,6.45,1587.0,1032,2013,City of Iron,/boardgame/123499/city-iron
7.39,6.449,1324.0,1033,2016,Warsaw: City of Ruins,/boardgame/206803/warsaw-city-ruins
6.86,6.448,2990.0,1034,2006,Traders of Osaka,/boardgame/24827/traders-osaka
6.93,6.448,2738.0,1035,2006,Blokus Trigon,/boardgame/21550/blokus-trigon
6.99,6.447,2329.0,1036,2008,Giants,/boardgame/38862/giants
6.79,6.447,4063.0,1037,2016,Kodama: The Tree Spirits,/boardgame/181810/kodama-tree-spirits
6.83,6.447,3279.0,1038,2011,Power Grid: The First Sparks,/boardgame/106662/power-grid-first-sparks
7.13,6.446,1940.0,1039,2017,Cat Lady,/boardgame/228504/cat-lady
7.37,6.445,1515.0,1040,2018,Rise of Tribes,/boardgame/202583/rise-tribes
7.41,6.445,1302.0,1041,2011,Omen: A Reign of War,/boardgame/94104/omen-reign-war
6.85,6.445,3225.0,1042,2016,Happy Salmon,/boardgame/194626/happy-salmon
7.01,6.445,2164.0,1043,2009,Power Struggle,/boardgame/55697/power-struggle
7.23,7.013,12226.0,341,2012,Legends of Andor,/boardgame/127398/legends-andor
8.07,7.013,2112.0,342,2018,Thunderstone Quest,/boardgame/215341/thunderstone-quest
7.6,7.012,3387.0,343,2012,Freedom: The Underground Railroad,/boardgame/119506/freedom-underground-railroad
7.28,7.012,8131.0,344,2013,Euphoria: Build a Better Dystopia,/boardgame/133848/euphoria-build-better-dystopia
7.22,7.011,11543.0,345,2017,Photosynthesis,/boardgame/218603/photosynthesis
7.24,7.01,8834.0,346,1995,PitchCar,/boardgame/150/pitchcar
7.57,7.01,3696.0,347,2018,Cryptid,/boardgame/246784/cryptid
7.49,7.009,4191.0,348,2010,Vinhos,/boardgame/42052/vinhos
7.32,7.008,6427.0,349,2011,Airlines Europe,/boardgame/90419/airlines-europe
7.71,7.008,3107.0,350,2010,Earth Reborn,/boardgame/73171/earth-reborn
7.18,7.007,13783.0,351,2011,Friday,/boardgame/43570/friday
7.5,7.005,4195.0,352,2018,Gizmos,/boardgame/246192/gizmos
7.19,7.005,11268.0,353,2012,Libertalia,/boardgame/125618/libertalia
8.11,7.004,2530.0,354,2017,Sword & Sorcery,/boardgame/170771/sword-sorcery
7.43,7.0,4506.0,355,2012,Ginkgopolis,/boardgame/128271/ginkgopolis
7.65,7.0,3850.0,356,2016,Star Wars: Destiny,/boardgame/205359/star-wars-destiny
7.13,7.0,23894.0,357,2005,Shadows over Camelot,/boardgame/15062/shadows-over-camelot
8.05,6.999,1984.0,358,2017,Nemo's War (second edition),/boardgame/187617/nemos-war-second-edition
7.69,6.999,2847.0,359,2007,TZAAR,/boardgame/31999/tzaar
7.26,6.998,7585.0,360,2007,Vikings,/boardgame/27173/vikings
6.93,6.616,4686.0,782,2007,Caylus Magna Carta,/boardgame/27364/caylus-magna-carta
7.03,6.616,3579.0,783,2014,Linko!,/boardgame/153065/linko
7.81,6.616,1373.0,784,2016,Awkward Guests,/boardgame/188866/awkward-guests
7.73,6.616,1575.0,785,2017,Tak,/boardgame/197405/tak
7.36,6.615,2186.0,786,2014,Pathfinder Adventure Card Game: Skull & Shackles – Base Set,/boardgame/151007/pathfinder-adventure-card-game-skull-shackles-base
7.04,6.615,3533.0,787,2008,Witch's Brew,/boardgame/34084/witchs-brew
7.02,6.614,3610.0,788,2016,Honshū,/boardgame/207336/honshu
7.52,6.613,1576.0,789,2014,Trains: Rising Sun,/boardgame/157001/trains-rising-sun
7.73,6.612,1368.0,790,1998,For the People,/boardgame/833/people
7.41,6.612,2075.0,791,2016,Ticket to Ride: Rails & Sails,/boardgame/202670/ticket-ride-rails-sails
6.95,6.611,4431.0,792,1997,Primordial Soup,/boardgame/124/primordial-soup
6.86,6.611,6253.0,793,2009,Dice Town,/boardgame/40793/dice-town
6.82,6.61,7711.0,794,1992,Loopin' Louie,/boardgame/327/loopin-louie
7.75,6.61,1277.0,795,2018,New Frontiers,/boardgame/255692/new-frontiers
6.76,6.609,13313.0,796,2000,Lord of the Rings,/boardgame/823/lord-rings
6.88,6.608,7507.0,797,2005,Runebound (Second Edition),/boardgame/21523/runebound-second-edition
7.24,6.608,2867.0,798,2018,The Grimm Forest,/boardgame/212402/grimm-forest
7.37,6.607,1889.0,799,2015,Automania,/boardgame/176544/automania
6.87,6.607,5617.0,800,2009,Power Grid: Factory Manager,/boardgame/44163/power-grid-factory-manager
6.62,6.156,2092.0,1708,1990,Gang of Four,/boardgame/3085/gang-four
6.53,6.156,2349.0,1709,2006,Masons,/boardgame/21791/masons
7.45,6.155,644.0,1710,2010,Key Market,/boardgame/78733/key-market
6.41,6.154,3504.0,1711,2008,Sorry! Sliders,/boardgame/37196/sorry-sliders
6.73,6.154,1779.0,1712,2016,"Machi Koro: Bright Lights, Big City",/boardgame/205494/machi-koro-bright-lights-big-city
6.88,6.154,1380.0,1713,2001,The Lord of the Rings Trading Card Game,/boardgame/2603/lord-rings-trading-card-game
6.83,6.154,1321.0,1714,2005,Gemblo,/boardgame/19427/gemblo
6.98,6.153,1018.0,1715,2017,Mini Rails,/boardgame/225818/mini-rails
6.96,6.152,1103.0,1716,2014,Don't Mess with Cthulhu,/boardgame/170587/dont-mess-cthulhu
7.81,6.152,511.0,1717,2015,Coffee Roaster,/boardgame/196526/coffee-roaster
7.44,6.152,686.0,1718,2019,Point Salad,/boardgame/274960/point-salad
6.74,6.151,1449.0,1719,2012,Divinare,/boardgame/118418/divinare
6.49,6.151,2493.0,1720,2006,Tempus,/boardgame/17161/tempus
7.04,6.15,966.0,1721,2013,Le Fantôme de l'Opéra,/boardgame/145645/le-fantome-de-lopera
